�rednie kursy EUR Narodowego Banku Polskiego,,,
,,,
Data,Kurs,Zmiana,Nazwa Tabeli
2018-03-22,4.2261,-0.37,058/A/NBP/2018
2018-03-23,4.2295,0.08,059/A/NBP/2018
2018-03-26,4.2316,0.05,060/A/NBP/2018
2018-03-27,4.2164,-0.36,061/A/NBP/2018
2018-03-28,4.2097,-0.16,062/A/NBP/2018
2018-03-29,4.2093,-0.01,063/A/NBP/2018
2018-03-30,4.2085,-0.02,064/A/NBP/2018
2018-04-03,4.2094,0.02,065/A/NBP/2018
2018-04-04,4.2065,-0.07,066/A/NBP/2018
2018-04-05,4.2070,0.01,067/A/NBP/2018
2018-04-06,4.1984,-0.20,068/A/NBP/2018
2018-04-09,4.1967,-0.04,069/A/NBP/2018
2018-04-10,4.1990,0.05,070/A/NBP/2018
2018-04-11,4.1911,-0.19,071/A/NBP/2018
2018-04-12,4.1882,-0.07,072/A/NBP/2018
2018-04-13,4.1769,-0.27,073/A/NBP/2018
2018-04-16,4.1628,-0.34,074/A/NBP/2018
2018-04-17,4.1582,-0.11,075/A/NBP/2018
2018-04-18,4.1677,0.23,076/A/NBP/2018
2018-04-19,4.1665,-0.03,077/A/NBP/2018
2018-04-20,4.1724,0.14,078/A/NBP/2018
2018-04-23,4.1802,0.19,079/A/NBP/2018
2018-04-24,4.1980,0.43,080/A/NBP/2018
2018-04-25,4.2159,0.43,081/A/NBP/2018
2018-04-26,4.2392,0.55,082/A/NBP/2018
2018-04-27,4.2259,-0.31,083/A/NBP/2018
2018-04-30,4.2204,-0.13,084/A/NBP/2018
2018-05-02,4.2675,1.12,085/A/NBP/2018
2018-05-04,4.2771,0.22,086/A/NBP/2018
2018-05-07,4.2513,-0.60,087/A/NBP/2018
2018-05-08,4.2662,0.35,088/A/NBP/2018
2018-05-09,4.2790,0.30,089/A/NBP/2018
2018-05-10,4.2473,-0.74,090/A/NBP/2018
2018-05-11,4.2569,0.23,091/A/NBP/2018
2018-05-14,4.2615,0.11,092/A/NBP/2018
2018-05-15,4.2823,0.49,093/A/NBP/2018
2018-05-16,4.2893,0.16,094/A/NBP/2018
2018-05-17,4.2868,-0.06,095/A/NBP/2018
2018-05-18,4.2958,0.21,096/A/NBP/2018
2018-05-21,4.2991,0.08,097/A/NBP/2018
2018-05-22,4.2812,-0.42,098/A/NBP/2018
2018-05-23,4.3037,0.53,099/A/NBP/2018
2018-05-24,4.2953,-0.20,100/A/NBP/2018
2018-05-25,4.3022,0.16,101/A/NBP/2018
2018-05-28,4.3031,0.02,102/A/NBP/2018
2018-05-29,4.3056,0.06,103/A/NBP/2018
2018-05-30,4.3195,0.32,104/A/NBP/2018
2018-06-01,4.3146,-0.11,105/A/NBP/2018
2018-06-04,4.2931,-0.50,106/A/NBP/2018
2018-06-05,4.2804,-0.30,107/A/NBP/2018
2018-06-06,4.2829,0.06,108/A/NBP/2018
2018-06-07,4.2634,-0.46,109/A/NBP/2018
2018-06-08,4.2912,0.65,110/A/NBP/2018
2018-06-11,4.2717,-0.45,111/A/NBP/2018
2018-06-12,4.2776,0.14,112/A/NBP/2018
2018-06-13,4.2820,0.10,113/A/NBP/2018
2018-06-14,4.2757,-0.15,114/A/NBP/2018
2018-06-15,4.2802,0.11,115/A/NBP/2018
2018-06-18,4.2887,0.20,116/A/NBP/2018
2018-06-19,4.3113,0.53,117/A/NBP/2018
2018-06-20,4.3171,0.13,118/A/NBP/2018
2018-06-21,4.3323,0.35,119/A/NBP/2018
2018-06-22,4.3149,-0.40,120/A/NBP/2018
2018-06-25,4.3242,0.22,121/A/NBP/2018
2018-06-26,4.3372,0.30,122/A/NBP/2018
2018-06-27,4.3430,0.13,123/A/NBP/2018
2018-06-28,4.3566,0.31,124/A/NBP/2018
2018-06-29,4.3616,0.11,125/A/NBP/2018
2018-07-02,4.3899,0.65,126/A/NBP/2018
2018-07-03,4.3978,0.18,127/A/NBP/2018
2018-07-04,4.3969,-0.02,128/A/NBP/2018
2018-07-05,4.3833,-0.31,129/A/NBP/2018
2018-07-06,4.3600,-0.53,130/A/NBP/2018
2018-07-09,4.3380,-0.50,131/A/NBP/2018
2018-07-10,4.3356,-0.06,132/A/NBP/2018
2018-07-11,4.3322,-0.08,133/A/NBP/2018
2018-07-12,4.3262,-0.14,134/A/NBP/2018
2018-07-13,4.3302,0.09,135/A/NBP/2018
2018-07-16,4.3076,-0.52,136/A/NBP/2018
2018-07-17,4.2998,-0.18,137/A/NBP/2018
2018-07-18,4.3036,0.09,138/A/NBP/2018
2018-07-19,4.3155,0.28,139/A/NBP/2018
2018-07-20,4.3275,0.28,140/A/NBP/2018
2018-07-23,4.3262,-0.03,141/A/NBP/2018
2018-07-24,4.3256,-0.01,142/A/NBP/2018
2018-07-25,4.3035,-0.51,143/A/NBP/2018
2018-07-26,4.2927,-0.25,144/A/NBP/2018
2018-07-27,4.2945,0.04,145/A/NBP/2018
2018-07-30,4.2836,-0.25,146/A/NBP/2018
2018-07-31,4.2779,-0.13,147/A/NBP/2018
2018-08-01,4.2758,-0.05,148/A/NBP/2018
2018-08-02,4.2745,-0.03,149/A/NBP/2018
2018-08-03,4.2758,0.03,150/A/NBP/2018
2018-08-06,4.2672,-0.20,151/A/NBP/2018
2018-08-07,4.2554,-0.28,152/A/NBP/2018
2018-08-08,4.2619,0.15,153/A/NBP/2018
2018-08-09,4.2715,0.23,154/A/NBP/2018
2018-08-10,4.2942,0.53,155/A/NBP/2018
2018-08-13,4.3094,0.35,156/A/NBP/2018
2018-08-14,4.3001,-0.22,157/A/NBP/2018
2018-08-16,4.3105,0.24,158/A/NBP/2018
2018-08-17,4.3061,-0.10,159/A/NBP/2018
2018-08-20,4.2997,-0.15,160/A/NBP/2018
2018-08-21,4.3101,0.24,161/A/NBP/2018
2018-08-22,4.2937,-0.38,162/A/NBP/2018
2018-08-23,4.2868,-0.16,163/A/NBP/2018
2018-08-24,4.2801,-0.16,164/A/NBP/2018
2018-08-27,4.2748,-0.12,165/A/NBP/2018
2018-08-28,4.2732,-0.04,166/A/NBP/2018
2018-08-29,4.2871,0.33,167/A/NBP/2018
2018-08-30,4.2917,0.11,168/A/NBP/2018
2018-08-31,4.2953,0.08,169/A/NBP/2018
2018-09-03,4.2954,0.00,170/A/NBP/2018
2018-09-04,4.3073,0.28,171/A/NBP/2018
2018-09-05,4.3183,0.26,172/A/NBP/2018
2018-09-06,4.3218,0.08,173/A/NBP/2018
2018-09-07,4.3079,-0.32,174/A/NBP/2018
2018-09-10,4.3138,0.14,175/A/NBP/2018
2018-09-11,4.3077,-0.14,176/A/NBP/2018
2018-09-12,4.3103,0.06,177/A/NBP/2018
2018-09-13,4.3126,0.05,178/A/NBP/2018
2018-09-14,4.3093,-0.08,179/A/NBP/2018
2018-09-17,4.2968,-0.29,180/A/NBP/2018
2018-09-18,4.3030,0.14,181/A/NBP/2018
2018-09-19,4.2929,-0.23,182/A/NBP/2018
2018-09-20,4.2912,-0.04,183/A/NBP/2018
2018-09-21,4.2929,0.04,184/A/NBP/2018
2018-09-24,4.3092,0.38,185/A/NBP/2018
2018-09-25,4.2939,-0.36,186/A/NBP/2018
2018-09-26,4.2865,-0.17,187/A/NBP/2018
2018-09-27,4.2814,-0.12,188/A/NBP/2018
2018-09-28,4.2714,-0.23,189/A/NBP/2018
2018-10-01,4.2795,0.19,190/A/NBP/2018
2018-10-02,4.2975,0.42,191/A/NBP/2018
2018-10-03,4.2949,-0.06,192/A/NBP/2018
2018-10-04,4.3090,0.33,193/A/NBP/2018
2018-10-05,4.3117,0.06,194/A/NBP/2018
2018-10-08,4.3112,-0.01,195/A/NBP/2018
2018-10-09,4.3190,0.18,196/A/NBP/2018
2018-10-10,4.3082,-0.25,197/A/NBP/2018
2018-10-11,4.3179,0.23,198/A/NBP/2018
2018-10-12,4.3022,-0.36,199/A/NBP/2018
2018-10-15,4.2927,-0.22,200/A/NBP/2018
2018-10-16,4.2919,-0.02,201/A/NBP/2018
2018-10-17,4.2936,0.04,202/A/NBP/2018
2018-10-18,4.2966,0.07,203/A/NBP/2018
2018-10-19,4.3049,0.19,204/A/NBP/2018
2018-10-22,4.2922,-0.30,205/A/NBP/2018
2018-10-23,4.2984,0.14,206/A/NBP/2018
2018-10-24,4.3036,0.12,207/A/NBP/2018
2018-10-25,4.3123,0.20,208/A/NBP/2018
2018-10-26,4.3125,0.00,209/A/NBP/2018
2018-10-29,4.3164,0.09,210/A/NBP/2018
2018-10-30,4.3258,0.22,211/A/NBP/2018
2018-10-31,4.3313,0.13,212/A/NBP/2018
2018-11-02,4.3244,-0.16,213/A/NBP/2018
2018-11-05,4.3144,-0.23,214/A/NBP/2018
2018-11-06,4.3115,-0.07,215/A/NBP/2018
2018-11-07,4.2972,-0.33,216/A/NBP/2018
2018-11-08,4.2951,-0.05,217/A/NBP/2018
2018-11-09,4.2901,-0.12,218/A/NBP/2018
2018-11-12,4.2962,0.14,219/A/NBP/2018
2018-11-13,4.2994,0.07,220/A/NBP/2018
2018-11-14,4.2954,-0.09,221/A/NBP/2018
2018-11-15,4.2970,0.04,222/A/NBP/2018
2018-11-16,4.2950,-0.05,223/A/NBP/2018
2018-11-19,4.3242,0.68,224/A/NBP/2018
2018-11-20,4.3314,0.17,225/A/NBP/2018
2018-11-21,4.3070,-0.56,226/A/NBP/2018
2018-11-22,4.3064,-0.01,227/A/NBP/2018
2018-11-23,4.2972,-0.21,228/A/NBP/2018
2018-11-26,4.2883,-0.21,229/A/NBP/2018
2018-11-27,4.2919,0.08,230/A/NBP/2018
2018-11-28,4.2994,0.17,231/A/NBP/2018
2018-11-29,4.2900,-0.22,232/A/NBP/2018
2018-11-30,4.2904,0.01,233/A/NBP/2018
2018-12-03,4.2818,-0.20,234/A/NBP/2018
2018-12-04,4.2810,-0.02,235/A/NBP/2018
2018-12-05,4.2896,0.20,236/A/NBP/2018
2018-12-06,4.2919,0.05,237/A/NBP/2018
2018-12-07,4.2845,-0.17,238/A/NBP/2018
2018-12-10,4.2911,0.15,239/A/NBP/2018
2018-12-11,4.2982,0.17,240/A/NBP/2018
2018-12-12,4.2993,0.03,241/A/NBP/2018
2018-12-13,4.2937,-0.13,242/A/NBP/2018
2018-12-14,4.3021,0.20,243/A/NBP/2018
2018-12-17,4.2906,-0.27,244/A/NBP/2018
2018-12-18,4.2853,-0.12,245/A/NBP/2018
,,,
,,,
�r�d�o: Bankier.pl,,,
