DATE;CLOSING PRICE;OPEN;DAILY HIGH;DAILY LOW
4/28/2009;29189.01;29552.26;29563.76;28971.37
4/29/2009;30746.39;29189.01;30787.45;29189.01
4/30/2009;31651.81;30746.39;31819.43;30746.39
5/1/2009;31651.81;31651.81;31819.43;31212.04
5/4/2009;32170.71;31651.81;32385.07;31651.81
5/5/2009;33014.23;32170.71;33334.23;32170.71
5/6/2009;33716.92;33014.23;33863.70;32594.94
5/7/2009;32842.61;33716.92;34835.66;32776.57
5/8/2009;32805.72;32842.61;33276.38;31958.32
5/11/2009;32203.06;32805.72;33079.52;32032.97
5/12/2009;33043.28;32203.06;33466.74;32099.59
5/13/2009;32828.90;33043.28;33817.77;32606.37
5/14/2009;33094.92;32828.90;33124.93;32267.66
5/15/2009;33484.52;33094.92;33803.08;32914.07
5/18/2009;33666.08;33484.52;33666.08;32725.06
5/20/2009;35139.70;33666.08;35223.45;33666.08
5/21/2009;34720.55;35139.70;35384.07;34498.09
5/22/2009;35014.50;34720.55;35253.16;34713.92
5/25/2009;35407.68;35014.50;35407.68;34716.48
5/26/2009;34860.56;35407.68;35720.06;34381.35
5/27/2009;35168.73;34860.56;35609.07;34832.23
5/28/2009;35021.01;35168.73;35229.27;34704.94
5/29/2009;35002.99;35021.01;35644.74;34836.24
6/1/2009;36001.65;35002.99;36001.65;35002.99
6/2/2009;35722.20;36001.65;36214.16;35575.33
6/3/2009;34932.23;35722.20;35949.14;34795.44
6/4/2009;34268.89;34932.23;34999.76;34044.59
6/5/2009;34750.19;34268.89;35027.40;34207.76
6/8/2009;33655.59;34750.19;34750.19;33496.90
6/9/2009;33806.65;33655.59;34006.97;33264.78
6/10/2009;34389.34;33806.65;34548.40;33806.65
6/11/2009;34723.84;34389.34;34778.66;34202.53
6/12/2009;34816.71;34723.84;35042.73;34570.66
6/15/2009;34690.77;34816.71;34904.97;34483.07
6/16/2009;34537.04;34690.77;34771.46;34328.31
6/17/2009;34595.39;34537.04;34870.36;34450.07
6/18/2009;35715.56;34595.39;35715.56;34587.66
6/19/2009;35819.93;35715.56;36000.34;35198.20
6/22/2009;35407.21;35819.93;36027.22;35277.39
6/23/2009;34909.06;35407.21;35407.21;34638.98
6/24/2009;35758.67;34909.06;35786.64;34909.06
6/25/2009;36327.65;35758.67;36375.12;35751.07
6/26/2009;36755.90;36327.65;37188.34;36327.65
6/29/2009;36841.11;36755.90;37718.77;36601.40
6/30/2009;36949.20;36841.11;37626.68;36757.88
7/1/2009;37245.86;36949.20;37274.28;36854.07
7/2/2009;37038.21;37245.86;37636.25;36891.93
7/3/2009;36797.55;37038.21;37297.55;36686.12
7/6/2009;36758.82;36797.55;36797.55;36262.13
7/7/2009;37212.46;36758.82;37346.79;36715.55
7/8/2009;37155.95;37212.46;37213.43;36730.93
7/9/2009;36987.68;37155.95;37631.77;36955.69
7/10/2009;36780.49;36987.68;37287.33;36497.39
7/13/2009;37004.58;36780.49;37218.69;36275.32
7/14/2009;36701.20;37004.58;37689.69;36587.43
7/15/2009;37914.02;36701.20;37914.02;36701.20
7/16/2009;38156.32;37914.02;38322.57;37708.32
7/17/2009;37726.69;38156.32;38378.42;37587.17
7/20/2009;38250.18;37726.69;38286.26;37726.69
7/21/2009;38007.79;38250.18;38311.28;37786.03
7/22/2009;38189.08;38007.79;38347.76;37920.52
7/23/2009;38901.97;38189.08;38901.97;38189.08
7/24/2009;39395.38;38901.97;39789.81;38901.97
7/27/2009;39840.52;39395.38;40195.23;39395.38
7/28/2009;40001.65;39840.52;40064.50;39531.85
7/29/2009;40376.64;40001.65;40425.97;39519.78
7/30/2009;42182.11;40376.64;42182.11;40376.64
7/31/2009;42641.26;42182.11;43627.53;42072.74
8/3/2009;44613.74;42641.26;44613.74;42592.09
8/4/2009;44696.51;44613.74;44852.43;43912.78
8/5/2009;43899.44;44696.51;45536.75;43708.00
8/6/2009;43836.03;43899.44;44243.14;42794.88
8/7/2009;44767.58;43836.03;44905.44;43320.62
8/10/2009;44685.62;44767.58;45310.58;44452.71
8/11/2009;43678.98;44685.62;44947.39;43343.98
8/12/2009;43889.75;43678.98;43976.71;42524.92
8/13/2009;44484.23;43889.75;45486.95;43889.75
8/14/2009;44302.92;44484.23;45253.12;44069.08
8/17/2009;44290.90;44302.92;44302.92;43102.54
8/18/2009;44233.36;44290.90;44991.30;43966.25
8/19/2009;45645.00;44233.36;45645.00;43852.10
8/20/2009;46555.79;45645.00;46618.71;45645.00
8/21/2009;47170.07;46555.79;47219.27;46132.52
8/24/2009;47771.85;47170.07;48033.91;47022.59
8/25/2009;48073.35;47771.85;48099.42;47179.23
8/26/2009;46959.82;48073.35;48334.56;46736.62
8/27/2009;47383.77;46959.82;47794.72;46959.82
8/28/2009;47559.69;47383.77;48047.62;47218.81
8/31/2009;46551.19;47559.69;47559.69;46307.76
9/1/2009;46935.62;46551.19;47255.62;46202.87
9/2/2009;45761.03;46935.62;46935.62;45109.02
9/3/2009;46146.03;45761.03;46174.21;45100.61
9/4/2009;45160.51;46146.03;46459.83;45086.92
9/7/2009;45273.98;45160.51;45801.42;44851.73
9/8/2009;44846.03;45273.98;45395.68;44529.10
9/9/2009;44585.14;44846.03;44978.91;44206.66
9/10/2009;44924.12;44585.14;45139.09;44130.19
9/11/2009;46583.50;44924.12;46583.50;44924.12
9/14/2009;46490.66;46583.50;46783.90;45936.71
9/15/2009;45911.46;46490.66;46652.73;45692.17
9/16/2009;46680.66;45911.46;46997.52;45911.46
9/17/2009;46965.56;46680.66;47412.37;46499.88
9/18/2009;47161.22;46965.56;47295.01;46388.07
9/23/2009;47549.30;47161.22;47751.59;47149.66
9/24/2009;47980.31;47549.30;48187.16;47229.53
9/25/2009;47624.97;47980.31;48040.92;47295.78
9/28/2009;47815.93;47624.97;47877.85;47314.56
9/29/2009;48364.83;47815.93;48420.09;47815.93
9/30/2009;47910.30;48364.83;48989.69;47763.95
10/1/2009;47804.39;47910.30;48432.01;47611.28
10/2/2009;46856.94;47804.39;47804.39;46169.41
10/5/2009;47948.41;46856.94;47968.05;46680.23
10/6/2009;49466.05;47948.41;49536.00;47948.41
10/7/2009;49036.08;49466.05;50000.08;48730.09
10/8/2009;49879.86;49036.08;50196.78;49036.08
10/9/2009;50217.50;49879.86;50421.17;49464.67
10/12/2009;51002.98;50217.50;51002.98;50130.11
10/13/2009;50071.55;51002.98;51274.00;49911.32
10/14/2009;51026.08;50071.55;51217.35;50071.55
10/15/2009;51017.87;51026.08;51486.73;50514.76
10/16/2009;49790.74;51017.87;51284.55;49705.00
10/19/2009;50286.89;49790.74;50363.99;49789.17
10/20/2009;51050.87;50286.89;51147.84;50286.89
10/21/2009;51295.19;51050.87;51316.96;50451.57
10/22/2009;51016.84;51295.19;51295.19;50698.62
10/23/2009;51380.65;51016.84;51863.13;51016.84
10/26/2009;51230.09;51380.65;51587.61;50922.15
10/27/2009;50400.57;51230.09;51230.09;50014.77
10/28/2009;48906.95;50400.57;50400.57;48683.39
10/30/2009;47184.71;48906.95;50231.36;46857.66
11/2/2009;47456.11;47184.71;47497.84;45832.17
11/3/2009;46335.05;47456.11;47456.11;45815.66
11/4/2009;47281.44;46335.05;47281.44;45855.92
11/5/2009;47298.04;47281.44;47324.65;46284.54
11/6/2009;46969.89;47298.04;47810.45;46666.02
11/9/2009;47774.52;46969.89;48008.78;46969.89
11/10/2009;48135.09;47774.52;48414.65;47750.15
11/11/2009;48864.00;48135.09;49143.93;48135.09
11/12/2009;48746.03;48864.00;49148.69;48246.54
11/13/2009;48441.90;48746.03;49023.44;48003.76
11/16/2009;48775.29;48441.90;49149.46;48403.45
11/17/2009;47243.23;48775.29;48775.29;46844.68
11/18/2009;46419.87;47243.23;47271.06;46112.48
11/19/2009;46114.59;46419.87;46668.67;45635.88
11/20/2009;45230.95;46114.59;46433.30;44798.01
11/23/2009;45801.42;45230.95;45826.09;44678.51
11/24/2009;45513.50;45801.42;46032.14;45014.56
11/25/2009;45538.66;45513.50;46062.31;45081.86
11/26/2009;45350.17;45538.66;45604.93;44873.95
12/1/2009;46083.95;45350.17;46179.47;45046.44
12/2/2009;47898.19;46083.95;47898.19;46083.95
12/3/2009;49677.20;47898.19;49900.87;47898.19
12/4/2009;50101.98;49677.20;50237.90;49264.65
12/7/2009;49915.76;50101.98;50117.46;49228.35
12/8/2009;49591.37;49915.76;50845.11;49220.74
12/9/2009;49184.95;49591.37;49789.98;48813.28
12/10/2009;49594.50;49184.95;49912.18;48750.88
12/11/2009;49386.42;49594.50;49955.96;49000.80
12/14/2009;50198.39;49386.42;50402.97;49318.46
12/15/2009;50449.52;50198.39;50528.29;49760.30
12/16/2009;50817.25;50449.52;50972.19;50375.96
12/17/2009;49963.21;50817.25;50932.62;49693.83
12/18/2009;50138.45;49963.21;50366.79;49908.81
12/21/2009;51280.90;50138.45;51280.90;50138.45
12/22/2009;51532.52;51280.90;51695.25;51051.16
12/23/2009;51162.24;51532.52;51722.69;50999.24
12/24/2009;51460.70;51162.24;51565.49;51078.97
12/25/2009;51661.34;51460.70;51661.34;51032.37
12/28/2009;51619.41;51661.34;52024.83;51496.00
12/29/2009;51786.04;51619.41;52063.22;51314.74
12/30/2009;51668.41;51786.04;52164.71;51258.26
12/31/2009;52825.02;51668.41;53155.07;51668.41
1/4/2010;53368.16;52825.02;53368.16;52410.14
1/5/2010;54115.05;53368.16;54431.86;53368.16
1/6/2010;54547.36;54115.05;54626.43;53765.12
1/7/2010;54972.94;54547.36;54972.94;54019.63
1/8/2010;54797.90;54972.94;55711.55;54575.53
1/11/2010;53921.06;54797.90;55347.38;53757.69
1/12/2010;53676.35;53921.06;54253.56;53478.15
1/13/2010;54627.19;53676.35;54713.09;53345.17
1/14/2010;54740.60;54627.19;55265.67;54460.34
1/15/2010;54005.65;54740.60;54779.30;53620.04
1/18/2010;54550.83;54005.65;54593.50;53864.24
1/19/2010;55159.60;54550.83;55206.75;54027.07
1/20/2010;55469.20;55159.60;55911.48;54850.99
1/21/2010;55301.18;55469.20;55830.79;55097.57
1/22/2010;53997.49;55301.18;55301.18;53476.60
1/25/2010;54281.00;53997.49;54360.87;53586.51
1/26/2010;54317.48;54281.00;54317.48;53149.01
1/27/2010;54071.02;54317.48;54969.21;53875.28
1/28/2010;54770.46;54071.02;55100.87;54071.02
1/29/2010;54650.58;54770.46;54985.12;53906.42
2/1/2010;55526.01;54650.58;55526.01;54492.35
2/2/2010;55147.64;55526.01;55653.46;54854.39
2/3/2010;55068.70;55147.64;55734.66;54926.30
2/4/2010;53463.88;55068.70;55068.70;53217.12
2/5/2010;51454.89;53463.88;53463.88;51089.26
2/8/2010;49933.38;51454.89;51832.95;49432.48
2/9/2010;50826.36;49933.38;51151.55;49933.38
2/10/2010;50567.50;50826.36;51715.83;50314.10
2/11/2010;51381.04;50567.50;51577.26;50567.50
2/12/2010;51063.82;51381.04;52024.48;50702.37
2/15/2010;51334.42;51063.82;51576.26;50959.01
2/16/2010;51748.50;51334.42;52006.83;51210.54
2/17/2010;53273.30;51748.50;53273.30;51748.50
2/18/2010;52449.80;53273.30;53273.30;52085.10
2/19/2010;53318.97;52449.80;53318.97;51298.22
2/22/2010;52592.88;53318.97;54110.26;52326.81
2/23/2010;51416.56;52592.88;53154.05;51180.88
2/24/2010;49659.56;51416.56;51416.56;48691.32
2/25/2010;48739.43;49659.56;50645.46;48080.16
2/26/2010;49705.49;48739.43;50008.39;48447.32
3/1/2010;51183.73;49705.49;51184.85;49705.49
3/2/2010;51476.11;51183.73;51891.05;50847.25
3/3/2010;51699.06;51476.11;51855.35;50913.81
3/4/2010;51440.71;51699.06;51699.06;51056.25
3/5/2010;52625.63;51440.71;52625.63;51440.71
3/8/2010;53296.54;52625.63;53296.54;52528.74
3/9/2010;52959.96;53296.54;53562.14;52193.32
3/10/2010;52753.00;52959.96;52989.12;52135.10
3/11/2010;52376.55;52753.00;52995.80;52036.49
3/12/2010;52232.99;52376.55;52887.98;51962.16
3/15/2010;51971.37;52232.99;52369.41;51780.85
3/16/2010;53233.26;51971.37;53270.52;51971.37
3/17/2010;54303.66;53233.26;54315.23;53233.26
3/18/2010;53534.39;54303.66;54303.66;53281.80
3/19/2010;53436.96;53534.39;53945.89;53212.34
3/22/2010;53892.39;53436.96;53892.39;53063.43
3/23/2010;54351.70;53892.39;54642.76;53892.39
3/24/2010;55136.60;54351.70;55360.15;54269.08
3/25/2010;57044.66;55136.60;57044.66;55136.60
3/26/2010;56610.66;57044.66;57645.35;56198.32
3/29/2010;56668.20;56610.66;57338.61;56244.68
3/30/2010;56754.41;56668.20;57121.32;56454.53
3/31/2010;56538.37;56754.41;57567.40;56303.03
4/1/2010;57708.21;56538.37;57708.21;56538.37
4/2/2010;58059.86;57708.21;58383.65;57642.32
4/5/2010;58644.98;58059.86;58896.62;58059.86
4/6/2010;58406.36;58644.98;58763.11;57752.14
4/7/2010;58645.61;58406.36;58681.07;58013.26
4/8/2010;58412.05;58645.61;58645.61;57905.89
4/9/2010;59185.30;58412.05;59592.87;58412.05
4/12/2010;58821.64;59185.30;59720.36;58574.51
4/13/2010;58075.39;58821.64;58967.27;57759.01
4/14/2010;59330.34;58075.39;59330.34;58075.39
4/15/2010;59055.09;59330.34;59771.82;58623.85
4/16/2010;58223.53;59055.09;59201.32;57946.94
4/19/2010;58153.03;58223.53;58291.63;56770.58
4/20/2010;58886.09;58153.03;59070.32;58153.03
4/21/2010;58450.85;58886.09;59482.67;58161.41
4/22/2010;58338.36;58450.85;58936.81;57814.29
4/26/2010;59043.16;58338.36;59526.07;58338.36
4/27/2010;58217.40;59043.16;59043.16;58017.70
4/28/2010;57933.09;58217.40;58217.40;56867.01
4/29/2010;58702.82;57933.09;58760.13;57899.42
4/30/2010;58959.10;58702.82;59285.16;57988.79
5/3/2010;58400.21;58959.10;58996.85;58305.32
5/4/2010;57341.03;58400.21;58861.10;56862.19
5/5/2010;56441.12;57341.03;57587.34;56112.15
5/6/2010;55763.57;56441.12;56809.01;55595.42
5/7/2010;52686.97;55763.57;55763.57;52570.52
5/10/2010;56448.00;52686.97;56585.89;52686.97
5/11/2010;56461.72;56448.00;56519.24;55460.73
5/12/2010;57976.46;56461.72;58044.62;56461.72
5/13/2010;57929.65;57976.46;58708.83;57387.30
5/14/2010;55747.88;57929.65;58036.10;55590.23
5/17/2010;56071.09;55747.88;56116.99;54507.22
5/18/2010;56978.25;56071.09;57061.98;56071.09
5/20/2010;54449.88;56978.25;56978.25;54248.20
5/21/2010;54111.60;54449.88;54989.35;53365.20
5/24/2010;54558.16;54111.60;54992.77;53761.47
5/25/2010;52257.07;54558.16;54558.16;51757.20
5/26/2010;54103.50;52257.07;54251.34;52257.07
5/27/2010;54497.95;54103.50;54583.24;53885.81
5/28/2010;55233.68;54497.95;55467.09;54497.95
5/31/2010;54384.94;55233.68;55233.68;53888.60
6/1/2010;54460.36;54384.94;54520.43;53287.09
6/2/2010;55212.50;54460.36;55241.81;53942.64
6/3/2010;55407.21;55212.50;56390.97;55212.50
6/4/2010;54612.93;55407.21;55749.21;54136.45
6/7/2010;54306.63;54612.93;54612.93;53205.91
6/8/2010;53664.36;54306.63;54755.23;53392.60
6/9/2010;54304.92;53664.36;54456.80;53393.38
6/10/2010;54861.83;54304.92;55066.53;53772.76
6/11/2010;55131.63;54861.83;55416.13;54583.39
6/14/2010;55688.81;55131.63;55962.45;55131.63
6/15/2010;56421.32;55688.81;56510.36;55194.72
6/16/2010;56402.91;56421.32;57080.44;56064.01
6/17/2010;56891.01;56402.91;57641.81;56378.52
6/18/2010;57034.47;56891.01;57455.45;56576.96
6/21/2010;57277.18;57034.47;57789.40;56675.16
6/22/2010;57007.01;57277.18;57277.18;56493.12
6/23/2010;55906.38;57007.01;57007.01;55620.63
6/24/2010;55915.67;55906.38;56375.47;55344.33
6/25/2010;55864.24;55915.67;56264.19;55637.09
6/28/2010;56433.12;55864.24;56676.51;55864.24
6/29/2010;55215.32;56433.12;56433.12;54926.78
6/30/2010;54839.46;55215.32;55904.89;54536.63
7/1/2010;54534.28;54839.46;54887.82;53911.38
7/2/2010;55636.45;54534.28;55636.45;54534.28
7/5/2010;55715.50;55636.45;56067.82;55488.43
7/6/2010;56787.75;55715.50;56875.15;55715.50
7/7/2010;56798.55;56787.75;56928.84;55967.53
7/8/2010;57345.59;56798.55;57623.54;56798.55
7/9/2010;57150.90;57345.59;57751.01;56561.22
7/12/2010;57569.84;57150.90;57605.54;56658.46
7/13/2010;58278.67;57569.84;58435.76;57252.79
7/14/2010;58301.34;58278.67;58817.13;58051.10
7/15/2010;57689.93;58301.34;59065.79;57481.81
7/16/2010;57729.36;57689.93;58634.95;57674.76
7/19/2010;58114.43;57729.36;58435.78;57392.52
7/20/2010;58227.81;58114.43;58847.43;57511.68
7/21/2010;59494.67;58227.81;59653.43;58227.81
7/22/2010;59919.48;59494.67;60112.01;59303.61
7/23/2010;59299.53;59919.48;60141.63;59008.66
7/26/2010;59507.68;59299.53;59603.19;58961.69
7/27/2010;60328.94;59507.68;60662.13;59507.68
7/28/2010;60404.33;60328.94;60718.93;60025.74
7/29/2010;60737.28;60404.33;60950.85;60404.33
7/30/2010;59866.75;60737.28;60737.28;59178.18
8/2/2010;60693.24;59866.75;60792.04;59866.75
8/3/2010;60078.50;60693.24;60726.54;59777.94
8/4/2010;59880.68;60078.50;60582.16;59803.41
8/5/2010;59603.14;59880.68;60137.08;58967.43
8/6/2010;59753.02;59603.14;60358.31;59181.94
8/9/2010;59885.66;59753.02;60441.82;59753.02
8/10/2010;59169.61;59885.66;59885.66;58871.14
8/11/2010;58154.66;59169.61;59169.61;57654.55
8/12/2010;58383.71;58154.66;58507.02;57955.18
8/13/2010;58479.86;58383.71;59051.97;58098.09
8/16/2010;58822.82;58479.86;58929.16;58122.18
8/17/2010;59462.92;58822.82;59624.60;58822.82
8/18/2010;59443.43;59462.92;59763.92;58952.93
8/19/2010;58849.39;59443.43;59854.65;58595.39
8/20/2010;58749.93;58849.39;59025.65;58370.46
8/23/2010;58890.46;58749.93;59103.55;58407.34
8/24/2010;58623.20;58890.46;58890.46;58017.46
8/25/2010;58285.65;58623.20;59053.85;57927.41
8/26/2010;59058.09;58285.65;59058.09;58285.65
8/27/2010;59345.93;59058.09;59604.70;58996.02
8/31/2010;59972.59;59345.93;59972.59;58811.03
9/1/2010;60685.50;59972.59;60761.84;59534.92
9/2/2010;60865.73;60685.50;60955.00;60394.97
9/3/2010;60998.84;60865.73;61253.85;60673.97
9/6/2010;61100.96;60998.84;61174.18;60590.39
9/7/2010;60746.75;61100.96;61110.19;60433.42
9/13/2010;62260.11;61514.30;62260.11;61434.16
9/14/2010;62478.98;62260.11;62503.22;61972.03
9/15/2010;63397.71;62478.98;63397.71;62302.73
9/16/2010;63732.81;63397.71;63732.81;62830.13
9/17/2010;63862.03;63732.81;64447.56;63495.63
9/20/2010;64289.57;63862.03;64289.57;63486.34
9/21/2010;64124.73;64289.57;64495.31;63899.88
9/22/2010;64479.14;64124.73;64897.77;63681.08
9/23/2010;64192.60;64479.14;64732.42;63354.21
9/24/2010;64241.48;64192.60;64373.69;63646.26
9/27/2010;64627.29;64241.48;64920.67;64231.09
9/28/2010;65589.87;64627.29;65589.87;64294.37
9/29/2010;65551.38;65589.87;66121.97;65186.59
9/30/2010;65774.37;65551.38;66068.21;65262.58
10/1/2010;64882.72;65774.37;66065.09;64726.91
10/4/2010;65414.95;64882.72;65730.66;64709.13
10/5/2010;66283.23;65414.95;66473.39;65264.67
10/6/2010;66879.74;66283.23;67231.70;66283.23
10/7/2010;66758.97;66879.74;67277.03;66524.52
10/8/2010;67217.24;66758.97;67398.49;66118.73
10/11/2010;68999.96;67217.24;69057.39;67217.24
10/12/2010;69675.08;68999.96;70142.87;68433.24
10/13/2010;70166.89;69675.08;70647.61;69631.63
10/14/2010;69225.72;70166.89;70820.34;69121.99
10/15/2010;70101.22;69225.72;70572.67;68672.75
10/18/2010;70457.99;70101.22;70786.26;69760.66
10/19/2010;69838.75;70457.99;70647.12;69429.31
10/20/2010;69364.54;69838.75;70335.06;69184.58
10/21/2010;70450.31;69364.54;70489.53;69305.30
10/22/2010;71006.82;70450.31;71268.01;70061.63
10/25/2010;70923.84;71006.82;71776.92;70815.19
10/26/2010;70746.73;70923.84;71090.40;70268.84
10/27/2010;68588.51;70746.73;70757.67;68117.01
10/28/2010;68760.46;68588.51;68794.65;67312.11
11/1/2010;69074.33;68760.46;69698.17;68760.46
11/2/2010;68522.21;69074.33;69947.57;68146.31
11/3/2010;68604.63;68522.21;68847.14;68192.38
11/4/2010;70905.39;68604.63;70912.70;68604.63
11/5/2010;70779.15;70905.39;71339.82;70598.84
11/8/2010;70941.06;70779.15;70960.27;70095.87
11/9/2010;71543.26;70941.06;71611.40;70699.56
11/10/2010;70561.03;71543.26;71665.62;70455.39
11/11/2010;70084.95;70561.03;71052.22;69786.65
11/12/2010;69553.08;70084.95;70084.95;68561.46
11/15/2010;69998.07;69553.08;70054.71;69048.57
11/22/2010;67926.47;69998.07;71151.66;67901.60
11/23/2010;66335.42;67926.47;67926.47;66022.47
11/24/2010;67230.72;66335.42;67462.16;65460.10
11/25/2010;67148.87;67230.72;67251.27;66571.56
11/26/2010;66147.74;67148.87;67148.87;65406.38
11/29/2010;64072.16;66147.74;66591.05;63834.77
11/30/2010;65350.85;64072.16;65462.87;64051.58
12/1/2010;66156.19;65350.85;66666.16;65342.06
12/2/2010;66939.08;66156.19;67437.71;65931.92
12/3/2010;66860.19;66939.08;67551.97;66679.05
12/6/2010;67712.10;66860.19;67788.24;66860.19
12/7/2010;67873.47;67712.10;68524.06;67697.48
12/8/2010;67704.61;67873.47;68244.20;67196.52
12/9/2010;65913.89;67704.61;68100.93;65545.02
12/10/2010;64759.02;65913.89;66144.48;64629.40
12/13/2010;66380.44;64759.02;66407.81;64327.88
12/14/2010;66509.71;66380.44;66970.75;65853.27
12/15/2010;65499.20;66509.71;66509.71;65391.25
12/16/2010;64429.48;65499.20;65780.21;64388.25
12/17/2010;63524.18;64429.48;65592.10;62867.75
12/20/2010;63501.58;63524.18;63785.44;62436.72
12/21/2010;64819.64;63501.58;64819.64;63501.58
12/22/2010;65440.22;64819.64;65515.04;64651.36
12/23/2010;66218.98;65440.22;66218.98;65440.22
12/24/2010;66267.34;66218.98;66396.49;65892.13
12/27/2010;66356.58;66267.34;66356.58;65258.89
12/28/2010;66441.93;66356.58;67092.70;66087.12
12/29/2010;66719.67;66441.93;66944.43;66098.36
12/30/2010;66822.14;66719.67;67014.74;66452.57
12/31/2010;66004.48;66822.14;67156.02;65928.59
1/3/2011;67607.90;66004.48;67675.42;66004.48
1/4/2011;68221.86;67607.90;68677.16;67607.90
1/5/2011;68828.96;68221.86;68919.81;67816.64
1/6/2011;69311.23;68828.96;69725.27;68828.96
1/7/2011;68770.29;69311.23;69588.35;68553.43
1/10/2011;67874.68;68770.29;68770.29;67671.97
1/11/2011;67668.96;67874.68;68473.03;67300.87
1/12/2011;67923.91;67668.96;68348.72;67442.59
1/13/2011;68575.47;67923.91;68991.53;67923.91
1/14/2011;67879.62;68575.47;68740.85;67563.04
1/17/2011;66831.36;67879.62;67879.62;66721.84
1/18/2011;66428.29;66831.36;67680.63;66428.29
1/19/2011;66462.89;66428.29;67180.06;66344.91
1/20/2011;65288.03;66462.89;66730.56;65059.28
1/21/2011;65927.31;65288.03;66091.10;64471.70
1/24/2011;65201.71;65927.31;66350.04;64958.74
1/25/2011;65152.90;65201.71;65973.12;65037.92
1/26/2011;65960.95;65152.90;66029.40;65152.90
1/27/2011;65038.59;65960.95;66393.03;64898.42
1/28/2011;63211.27;65038.59;65038.59;62889.29
1/31/2011;63278.07;63211.27;63445.26;61957.01
2/1/2011;64822.62;63278.07;64903.73;63278.07
2/2/2011;65307.14;64822.62;65868.81;64822.62
2/3/2011;63727.95;65307.14;65631.98;63640.94
2/4/2011;65309.00;63727.95;65309.00;63147.96
2/7/2011;64905.59;65309.00;65916.30;64644.55
2/8/2011;65254.13;64905.59;65579.14;64905.59
2/9/2011;65569.61;65254.13;66163.09;65129.48
2/10/2011;64421.53;65569.61;65569.61;64405.25
2/11/2011;64730.35;64421.53;64730.49;63994.63
2/14/2011;64568.86;64730.35;65543.98;64489.28
2/15/2011;64802.14;64568.86;65525.30;64373.12
2/16/2011;65361.78;64802.14;65403.55;64668.54
2/17/2011;65973.16;65361.78;65973.16;64999.38
2/18/2011;65985.76;65973.16;66388.91;65759.63
2/21/2011;65129.00;65985.76;65985.76;64987.08
2/22/2011;64658.76;65129.00;65129.00;64030.61
2/23/2011;63131.68;64658.76;64830.85;62737.98
2/24/2011;60760.82;63131.68;63131.68;60547.40
2/25/2011;61367.34;60760.82;61872.84;60760.82
2/28/2011;61283.87;61367.34;61577.82;60534.90
3/1/2011;58709.33;61283.87;61809.28;58684.73
3/2/2011;58664.24;58709.33;59207.98;58068.41
3/3/2011;60387.04;58664.24;60540.81;58664.24
3/4/2011;61112.83;60387.04;61289.04;60302.08
3/7/2011;60217.58;61112.83;61112.83;59424.15
3/8/2011;61301.65;60217.58;61326.42;60217.58
3/9/2011;62483.83;61301.65;62489.97;61301.65
3/10/2011;63169.22;62483.83;63552.09;61837.70
3/11/2011;63781.67;63169.22;63847.13;62705.75
3/14/2011;64530.05;63781.67;64866.09;63756.16
3/15/2011;64213.93;64530.05;64530.05;62500.66
3/16/2011;63280.42;64213.93;65120.97;63200.53
3/17/2011;63482.21;63280.42;64007.70;63182.61
3/18/2011;63839.27;63482.21;64159.98;62595.24
3/21/2011;64215.67;63839.27;64481.92;63657.88
3/22/2011;64874.57;64215.67;65011.61;64215.67
3/23/2011;63719.64;64874.57;65171.01;63346.24
3/24/2011;64355.86;63719.64;64461.81;63324.67
3/25/2011;64247.00;64355.86;64852.08;64094.67
3/28/2011;64261.33;64247.00;64559.65;64085.37
3/29/2011;63763.80;64261.33;64308.47;63357.80
3/30/2011;64565.63;63763.80;64617.99;63763.80
3/31/2011;64434.51;64565.63;64851.31;64318.94
4/1/2011;65714.40;64434.51;65714.40;64206.00
4/4/2011;67581.95;65714.40;67581.95;65480.35
4/5/2011;67689.46;67581.95;68292.83;67377.92
4/6/2011;68649.24;67689.46;68948.98;67689.46
4/7/2011;69490.47;68649.24;69653.00;67886.87
4/8/2011;68093.26;69490.47;69795.99;67883.93
4/11/2011;68194.72;68093.26;68624.24;67727.37
4/12/2011;68006.89;68194.72;68536.59;67594.48
4/13/2011;68203.43;68006.89;68911.52;68006.89
4/14/2011;67959.50;68203.43;68303.56;67583.63
4/15/2011;68450.46;67959.50;68502.05;67922.20
4/18/2011;66607.58;68450.46;68810.39;66283.40
4/19/2011;67742.07;66607.58;67793.71;66607.58
4/20/2011;68054.04;67742.07;68757.85;67742.07
4/21/2011;68565.60;68054.04;68565.60;68054.04
4/22/2011;68691.77;68565.60;68732.08;68430.39
4/25/2011;68870.67;68691.77;69000.73;68597.95
4/26/2011;68524.35;68870.67;68870.67;68325.22
4/27/2011;67792.69;68056.25;68761.21;67586.80
4/28/2011;68440.24;67792.69;68440.24;67345.55
4/29/2011;69250.14;68440.24;69408.66;67890.88
5/2/2011;69522.42;69250.14;69807.16;69250.14
5/3/2011;70072.02;69522.42;70128.58;68957.82
5/4/2011;69437.55;70072.02;70335.62;69326.54
5/5/2011;69374.88;69437.55;69708.79;69193.30
5/6/2011;68240.93;69374.88;69396.59;67968.14
5/9/2011;67956.47;67956.47;68574.33;67943.89
5/10/2011;67259.99;67956.47;68344.98;66919.05
5/11/2011;65643.34;67259.99;67259.99;65517.05
5/12/2011;66535.13;65643.34;66584.88;65128.94
5/13/2011;64585.22;66535.13;66551.70;64503.00
5/16/2011;65417.92;64585.22;65428.33;64048.07
